publication,label
¡BUS POLICIAL ATROPELLA A ADULTO MAYOR!  La familia de Félix Obregón exige justicia tras el trágico accidente en Independencia.,3
"SE DIO SU LUGAR   ➡️ Mira  de lunes a viernes a las 8:00 p. m. después de  a través de la señal de Latina, App de Latina y",3
¡TRANSPORTISTAS ARMADOS!  65 conductores asesinados por extorsiones reavivan el debate sobre portar armas para defenderse.,3
"¡SUFRIRÁ Y MUCHO!Las advertencias de Moisés no serán suficientes para Ramsés, quien cegado por el orgullo vivirá la peor de las plagas.  HOY a las 5:45 PM no te pierdas    ➡ No te pierdas este impactante momento en  por",3
"🤣 ES QUE TÚ TAMBIÉN, FONCHO   ➡️ Mira  de lunes a viernes a las 8:00 p. m. después de  a través de la señal de Latina, App de Latina y",3
"¡EN PELIGRO!  En esta semana, Carmina estará a un paso de descubrir el secreto de Nina y hasta la relacionará con Rita. ¿Logrará descubrir quién es realmente?   ➡ No te pierdas lo que pasará HOY en , de lunes a viernes 3PM a través de la señal de Latina y",3
"¡SE TERMINÓ TODO!  Fiorella enfrentó a Sebastián y cerró definitivamente su relación, mientras Mauricio y Valeria se preparan para coincidir en una noche de fiesta. ¿Se dará el reencuentro?",3
"¡HOY a las 8:00 p. m. en   Rubén quiere ponerse al día con la pensión de alimentos y sorprenderá a Valeria. Mientras tanto, algo estará por descubrirse, algo estará por estallar.   ➡️ Mira  de lunes a viernes a las 8:00 p.m. a través de la señal de",3
"¡ESTA SEMANA en ! Ecomoda tendrá nuevo presidente le duela a quien le duela, ¿será Betty quien asuma este nuevo cargo?, ¿qué cambios habrán dentro de la compañía?  ➡ Mira  de lunes a viernes a las 4PM a través de la señal de Latina o",3
¡FIORELLA FLÓREZ SORPRENDE EN LA NOVELA!   Un saludo misterioso a Mauricio podría marcar el inicio de un gran romance.,3
"¡JULIÁN LEGASPI LLEGÓ A LA NOVELA!   Vestido de terno y con un aire misterioso, su personaje promete revolucionar la historia.",3
¡Algunos irán por primera vez a sentencia! 🫣 El jurado de Yo Soy escogió a los cuatro imitadores que lucharán por seguir en competencia 🧐. ¿Quiénes son?,3
"¿Todo bien excepto ese acento español de Temu? 🤭 El jurado le dio comentarios positivos 🤩 a Raphael luego de que cantara la complicada Balada de la trompeta, salvo por su acento . ¿Logrará evitar la sentencia?",3
¡NOCHE DE TENSIÓN EN EL ESCENARIO!   El jurado tomó decisiones inesperadas y algunos artistas quedaron al borde de la eliminación… ¿Quién seguirá en competencia?,3
¡RAPHAEL DESLUMBRA CON SU VOZ!   El divo quiere seguir brillando en la competencia.,3
"¿SE PUSO LAS PILAS?  Carlos Alcántara aprovechó para reconocer el esfuerzo del imitador de Feid 🤭 y su mejora al cantar Luna. Pero, ¿qué opinó el resto del jurado? 🤔",3
"🟢 ¡FEID SE PONE FRESH! 🟢  El Ferxxo trae todo su flow a la cuarta ronda, ¿le alcanzó para no ir a Noche de Eliminación?",3
Paro de pescadores en Paita:,3
"RT : ÚLTIMO  Tte. Gral. PNP Óscar Arriola, nuevo comandante general de la  , según documento que circula entre mando…",3
"Sismo 7.0, Tagbubungang Diot, Filipinas 🇵🇭",3
"Vecinos acaban de escuchar fuerte explosión en Santo Domingo, Carabayllo, Av. Universitaria con Prolongación 3 de Octubre.",3
Pescadores inician paro y bloquean via en Paita:,3
"Esta tarde un adulto mayor (77) fue atropellado por bus de la PNP, denuncian testigos, cerca al paradero Los Jazmines y Tupac Amaru en Independencia.",3
"Alcalde de Lima, Rafael López Aliaga y el alcalde de SJL, Jesús Maldonado, dieron inicio a la MEGAOBRA Vía Rápida Próceres-Wiesse.   Esta megaobra comprenderá 4 pasos de desnivel en los cruces de la Av. El Muro, Av, Perú, Tusílagos-Los Jardines y Héroes del Cenepa,",3
Balacera se registró por el Malecón de la Amistad en El Agustino. Un hombre fue acribillado.,3
,3
"Esto es terrible, el ministro del Interior debe responder:",3
"Se registran enfrentamientos en Acho, a un policía le arrebataron su moto:",3
Se registra enfrentamientos entre manifestantes y la Policía. Fueron dispersados para Acho.,3
Desde el Centro de Lima:,3
,3
Esta es la situación a esta hora en la Plaza San Martín:,3
,3
"Transportistas formales anuncian paro para este jueves 2 de octubre. Llevarán al Congreso propuesta para creación de grupo de élite en la Policía, Fiscalía y Poder judicial para combatir la extorsiones en Lima, Callao y Lima . 12 mil vehículos no saldrían a trabajar.",3
Hola!!!!!,3
"RT :   El ministro de Justicia, Juan José Santiváñez, ingresó a la Comisión de Presupuesto del Congreso de la República  Enc…",3
RT :   Cercado de Lima: Policía impide que equipo de Canal N informe sobre la marcha  Mantente informado en la WEB ►,3
Las empresas de transporte público conocidas como “La 50” y “Huáscar” no saldrán a trabajar debido a las extorsiones y constantes ataques a sus choferes. Ya es usual que transportistas paguen cupo hasta a 4 bandas extorsivas.,3
"Delincuentes matan a madre por resistirse al robo de su celular. Estaba regresando a casa en el sector 9 de Carabayllo. Nancy era padre y madre para sus 3 menores hijos.  Si no te matan los extorsionadores, te matan los robacelulares.",3
Hola!!!!!,3
"“Cuando planifican los gremios, nos siembran, por eso mejor lo hacemos de manera espontánea.” dice chofer que línea 41 que por 2 día realizan movilización al Congreso contra las extorsiones.  En semana de representación,congresistas de Lima tendrían que atender este clamor.",3
"Por 2do día de la empresa 41 realiza una movilización hacia al Congreso. “No somos políticos, queremos vivir” dice chofer que explica que hace 1 semana no salen a trabajar por miedo.",3
"50 buses de la empresa 41, que cubre la ruta Pachacutec- Villa El Salvador, se movilizaron por la Panamericana Norte en protesta por la ola de extorsiones.",3
En San Juan de Lurigancho cientos de transportistas salieron a protestar luego de que 2 conductores fueron baleados. En caravana instaron llegar al Congreso pero la policía lo impidió.,3
Extorsionadores queman combi en Santa Anita. Delincuentes se grabaron durante el ataque y advirtieron que quemaran más unidades si no pagan cupos,3
Hola!!!!!,3
Las extorsiones a choferes de transporte público continúan. En San Juan del Lurigancho 2 extorsionadores atacaron a balazos a 2 conductores en diferentes puntos del distrito. Ambos resultaron heridos.,3
El Monstruo declaró a periodistas de Paraguay con el rostro cubierto por la policía de ese país:  Periodista: “¿Usted recibía información de la Policía peruana? Eric Moreno: “Siempre” Periodista: “¿Esa era su mayor protección?” Eric Moreno: “Así es”,3
"Jefe de investigación de Paraguay, asegura que El Monstruo no ha cometido ningún delito en ese país. Sería expulsado en las próximas horas. Erik Moreno se encuentra en Asunción a la espera que Interpol realice el trámite de entrega a la Policía peruana.",3
"Joven embarazada que fue encontrada con El Monstruo en Paraguay ya fue puesta el libertad, según jefe de investigaciones de ese país se determinó que había sido contratada ocasionalmente.",3
"Jefe de investigación de Paraguay descarta que El Monstruo tuviera información del operativo de anoche. La espera de la orden judicial del ingreso a vivienda, asegura, fue lo que generó cierto retraso.",3
"El Monstruo ofreció 1 millón de dólares a sus captores a cambio de su libertad, revela el jefe de investigación de Paraguay",3
Jefe del departamento de investigación de Paraguay informa que ayer mismo recibieron el dato del paradero de El Monstruo. Había llegado a la casa donde fue capturado hacia solo 5 días,3
Hola!!!!!,3
"RT : 🇵🇪 La historia del Perú sigue sorprendiendo al mundo: el hallazgo de una ciudad perdida en Peñico, vinculada a la tra…",3
RT :  🟢Sexto sismo reportado frente a la zona de Marcona-Lomas en 3 días (68 horas). Estos sismos se originan po…,3
Extorsionadores incendiaron una combi en el Callao. Choferes aseguran que pagan cupo pero este ataque estaría ejecutado por otra banda criminal.,3
En Villa El Salvador dispararon contra la empresa 41 y dejaron una nota extorsiva. Conductores decidieron no salir a trabajar.,3
Quinto ataque con disparos contra empresa de transporte público Santa Catalina en San Juan de Lurigancho. Chofer fue llevado a un hospital . Sus compañeros aseguran que pagan cupos a otras CUATRO BANDAS DE EXTORSIONADORES.,3
Hola!!!!!,3
"Nuevo ataque a balazos contra la empresa VIPUSA, es el 4to atentado. Esta vez fue en Villa El Salvador. El chofer resultó herido.",3
Matan a tiros a un colectivero de la av Colonial en el Callao. Los pasajeros se salvaron de milagro.,3
Extorsionadores ya no amenazan solo a los colegios sino también a los PADRES DE FAMILIA. Delincuentes exigen 30 soles por alumno del 6to grado del Colegio Nacional Ciro Alegría en Carabayllo. A través del WhatsApp advierten que matarán a un niño si no pagan. Dicen ser los DESA,3
Hola!!!!!,3
RT : Tomás Gálvez es el nuevo fiscal de la Nación interino,3
Sicarios disparan a chofer de combi estacionada en La Perla. Se trataría de un ataque de extorsionadores.,3
RT :  -  Gestión de Dina Boluarte  - 93.8% desaprueba  - 2.5% aprueba - no precisa 3.8%,3
Matan a balazos a mototaxista en Comas. La empresa en la que trabajaba ya pagaba cupos a otra banda. Nueva víctima de la disputa entre bandas criminales por el cobro de cupos.,3
Hola!!!!!,3
Turistas de todas partes del mundo están varados en Machu Picchu pueblo. Hoy tampoco habrá servicio de trenes a Cusco. Están perdiendo sus vuelos.,3
Vecinos de San Juan de Lurigancho están preocupados porque cables caídos en la pista no los dejan salir caminando ni en carro de sus casas. Están así hace más de una semana. La ley que ordena el retiro de los cables en desuso está por gusto.,3
Madre gestante tuvo que ser hospitalizada luego que delincuentes entraron a su casa y se llevaron hasta lo que recibieron en el baby shower. Vecinos dicen que en una semana han robado 6 casas. Uno de ellos se quiebra en vivo porque también es extorsionado. “El ministro habla,3
