publication,label
"DESPERTARON AL 'DRAGÓN' 😱🔥🐲🏆 

Delantero francés dio una verdadera exhibición en el área rival y logró que los merengues aseguraran su segunda victoria consecutiva en la Fase de Liga del torneo europeo. https://t.co/JehyJBtHhw",3
"MALDITO ESTÁ PRÓFUGO 🚨

El terrible crimen, que conmociona Argentina, se transmitió en vivo a través de conocidas redes sociales y para un grupo cerrado de personas.

https://t.co/AL1kYh8cYe",3
"¡QUÉ FUERTE! 🔥

La hija de Teófilo Cubillas aseguró que Macarena Vélez recibe en sus cuentas el dinero de Juan Ichazo, lo que impediría demostrar los ingresos del padre de sus hijos y reclamar la pensión alimenticia.

https://t.co/13gKmfFAgP",3
"🚨¿QUIÉN ES EL NUEVO JEFE DE LA POLICÍA?🚨

¡Cambio en la cúpula policial! Óscar Arriola asume mando de la PNP en medio de polémicas y sospechas https://t.co/oJbUKzjhUm",3
Retiro AFP 2025: así será el cronograma de pagos del nuevo retiro aprobado por la SBS https://t.co/EVx9XpWdls,3
"TEMPORADA DE 'MILAGROS' EN MATUTE ⚽😱🙏  

Cuadro de Pipo Gorosito busca recuperar la sonrisa tras la eliminación de Copa Sudamericana y  última derrota en el Cusco. Íntimos juegan sin Zambrano y Castillo suspendidos por expulsión. https://t.co/Fjns7Ua4CM",3
Moda circular: ¿cómo identificar si una cartera es original o falsa? https://t.co/Oi4Q1ZShiY,3
"🔴 HORÓSCOPO SEMANAL del 30 al 05 de octubre | Predicciones con Soralla De Los Ángeles ✨🔮

https://t.co/7ZdWK9EA1Q",3
"¡HIZO MEA CULPA! 😱

‘Amor y fuego’ presentó un adelanto en dónde el aún esposo de Maju Mantilla habla acerca de la golpiza que le propinó al productor en la vía pública.

https://t.co/jVmfcX6jsK",3
"🚨¡DOS SUJETOS ABRIERON FUEGO CONTRA RAPERO!🚨

¡Todo quedó grabado! Cámaras captaron a asesinos de cantante urbano Franco Danós en barbería del Callao https://t.co/rQ4s1F2a1B",3
"SANGRE NUEVA PARA LA BLANQUIRROJA😍⚽🇵🇪 

DT entregaría una lista con jugadores menores de 30 años. Envió cartas de reserva a jugadores de FC Núremberg y Cardiff City FC en Europa. https://t.co/HV4x8xUwQh",3
"🚨¡SALVAJE CRIMEN!🚨

¡Feminicidio en Piura! Madre embarazada fue brutalmente golpeada hasta la muerte por su pareja en Paita https://t.co/yxbtfG9aeI",3
‘El ángel del sur’ https://t.co/MobMhVUOO5,3
Tomasevich respalda a Salcedo tras agresión a productor de Maju: “Si me encuentro a un fulano que me ha hecho esa hue... lo voy a quiñar” https://t.co/fVG9sGzgQ1,3
"LO VE DISTINTO 😱

La exesposa del popular ‘Jotita’ afirma que futbolista ha cambiado y borró los malos recuerdos.

 https://t.co/Nd1ngKRUUs",3
"NO LE HACE CASO A LAS CRÍTICAS 😚

Dice que son los principales marketeros del programa y en estos seis años han liderado el horario con ‘América hoy’.

https://t.co/XcPQZXW4KW",3
"Fiorella Alzamora, ex de Reimond Manco, le echa flores: “Lo veo maduro y me alegra por él” https://t.co/9qt9cl4YbJ",3
"SE MANTIENE EN EL PROGRAMA 😊

‘Giselo’ niega que le hayan propuesto ser parte de otro programa.

https://t.co/xyhjlfVR2L",3
"#ArribaMiGente 😲 ¡VELORIO SENTADO EN UN TRONO EN CHOSICA! 😲
El profesor de karate Henry Osorio fue despedido de una manera insólita que desató debate sobre cultura y legalidad.

https://t.co/IGlfveaqNg",3
"#ArribaMiGente 😡 ¡CONGRESISTA VALER ESCUPE E INSULTA EN PUNO! 😡
El parlamentario fue captado protagonizando un bochornoso altercado frente a periodistas y ciudadanos.

https://t.co/8zOXMe99Cs",3
"😥 ¡AL DESCUBIERTO! 🔥 Leyla está decidida y no cederá. Pero el peligro está más cerca de lo imaginado. ¿Qué pasará con ella?📺 HOY no te pierdas un impactante capítulo de #Leyla después de #YoSoy. 🎶

➡ Mira tu novela favorita a través de la señal de Latina o https://t.co/8mvxXywviC",3
"#ArribaMiGente 🚨 ¡BUS POLICIAL ATROPELLA A ADULTO MAYOR! 🚨
La familia de Félix Obregón exige justicia tras el trágico accidente en Independencia.

https://t.co/PfW5FkpRK1",3
"😳 SE DIO SU LUGAR 😳

➡️ Mira #EresMiBien de lunes a viernes a las 8:00 p. m. después de #CuálEsTuPedido a través de la señal de Latina, App de Latina y https://t.co/NOStMTKYuX 💛💚 https://t.co/B5ZBx07MQ3",3
"#ArribaMiGente 🚍 ¡TRANSPORTISTAS ARMADOS! 🚍
65 conductores asesinados por extorsiones reavivan el debate sobre portar armas para defenderse.

https://t.co/bJcOIJGfkh",3
"¡SUFRIRÁ Y MUCHO!💥Las advertencias de Moisés no serán suficientes para Ramsés, quien cegado por el orgullo vivirá la peor de las plagas. 😱 HOY a las 5:45 PM no te pierdas #MoisésYLosDiezMandamientos 📺

➡ No te pierdas este impactante momento en #MoisésYLosDiezMandamientos por https://t.co/qysQmdhdhL",3
"🤣 ES QUE TÚ TAMBIÉN, FONCHO 🙄

➡️ Mira #EresMiBien de lunes a viernes a las 8:00 p. m. después de #CuálEsTuPedido a través de la señal de Latina, App de Latina y https://t.co/NOStMTKYuX 💛💚 https://t.co/80MYJxdOcQ",3
"¡EN PELIGRO! 😱 En esta semana, Carmina estará a un paso de descubrir el secreto de Nina y hasta la relacionará con Rita. ¿Logrará descubrir quién es realmente? 😳

➡ No te pierdas lo que pasará HOY en #AvenidaBrasil, de lunes a viernes 3PM a través de la señal de Latina y https://t.co/Scb2cNAUkk",3
"#EresMiBien 😱 ¡SE TERMINÓ TODO! 😱
Fiorella enfrentó a Sebastián y cerró definitivamente su relación, mientras Mauricio y Valeria se preparan para coincidir en una noche de fiesta. ¿Se dará el reencuentro?

https://t.co/l9do9zHUyf",3
"📺 ¡HOY a las 8:00 p. m. en #EresMiBien 😳 Rubén quiere ponerse al día con la pensión de alimentos y sorprenderá a Valeria. Mientras tanto, algo estará por descubrirse, algo estará por estallar. 🔥

➡️ Mira #EresMiBien de lunes a viernes a las 8:00 p.m. a través de la señal de https://t.co/sO5cUzvfas",3
"¡ESTA SEMANA en #YoSoyBettyLaFea! 😳Ecomoda tendrá nuevo presidente le duela a quien le duela, ¿será Betty quien asuma este nuevo cargo?, ¿qué cambios habrán dentro de la compañía?🔥

➡ Mira #YoSoyBettyLaFea de lunes a viernes a las 4PM a través de la señal de Latina o https://t.co/z0Zp0UjVvt",3
"#EresmiBien 😍 ¡FIORELLA FLÓREZ SORPRENDE EN LA NOVELA! 😍

Un saludo misterioso a Mauricio podría marcar el inicio de un gran romance.

https://t.co/P46JBrWCfb",3
"#EresmiBien 😱 ¡JULIÁN LEGASPI LLEGÓ A LA NOVELA! 😱

Vestido de terno y con un aire misterioso, su personaje promete revolucionar la historia.

https://t.co/cAf1HYYfWv",3
"#YoSoy2025 ¡Algunos irán por primera vez a sentencia! 😱🫣 El jurado de Yo Soy escogió a los cuatro imitadores que lucharán por seguir en competencia 🧐😥. ¿Quiénes son? 👀😬

https://t.co/6xotA9Eb2q",3
"#YoSoy2025 ¿Todo bien ""excepto ese acento español de Temu""? 😳🤭 El jurado le dio comentarios positivos 🤩 a Raphael luego de que cantara la complicada ""Balada de la trompeta"", salvo por su acento 😮😥. ¿Logrará evitar la sentencia? 😬

https://t.co/HIhzcgllLu",3
"#YoSoy2025 🎤 ¡NOCHE DE TENSIÓN EN EL ESCENARIO! 🎤

El jurado tomó decisiones inesperadas y algunos artistas quedaron al borde de la eliminación… ¿Quién seguirá en competencia?

https://t.co/a3nQq3iUhQ",3
"#YoSoy2025 🌟 ¡RAPHAEL DESLUMBRA CON SU VOZ! 🌟

El divo quiere seguir brillando en la competencia.

https://t.co/Lfwiq6nUb8",3
"#YoSoy2025 ¿SE PUSO LAS PILAS? 😎😱 Carlos Alcántara aprovechó para reconocer el esfuerzo del imitador de Feid 🤭 y su mejora al cantar ""Luna"". Pero, ¿qué opinó el resto del jurado? 🤔👀

https://t.co/ghQhokyDB5",3
"#YoSoy2025 🟢 ¡FEID SE PONE FRESH! 🟢

El Ferxxo trae todo su flow a la cuarta ronda, ¿le alcanzó para no ir a Noche de Eliminación?

https://t.co/RNCjq9rPO7",3
#LOÚLTIMO Paro de pescadores en Paita: https://t.co/Q4MCjVidGu,3
"RT @NinaSunqu: 🚨ÚLTIMO 
Tte. Gral. PNP Óscar Arriola, nuevo comandante general de la @PoliciaPeru , según documento que circula entre mando…",3
"Sismo 7.0, Tagbubungang Diot, Filipinas 🇵🇭",3
"#LOÚLTIMO Vecinos acaban de escuchar fuerte explosión en Santo Domingo, Carabayllo, Av. Universitaria con Prolongación 3 de Octubre.",3
#LOÚLTIMO Pescadores inician paro y bloquean via en Paita: https://t.co/1kbbVbJUV1,3
"#ATENCIÓN Esta tarde un adulto mayor (77) fue atropellado por bus de la PNP, denuncian testigos, cerca al paradero Los Jazmines y Tupac Amaru en Independencia. https://t.co/oR6iDUzPKN",3
"#LOÚLTIMO Alcalde de Lima, Rafael López Aliaga y el alcalde de SJL, Jesús Maldonado, dieron inicio a la MEGAOBRA ""Vía Rápida Próceres-Wiesse"". 😃

Esta megaobra comprenderá 4 pasos de desnivel en los cruces de la Av. El Muro, Av, Perú, Tusílagos-Los Jardines y Héroes del Cenepa, https://t.co/HdwRIWzt2O",3
#Reporte Balacera se registró por el Malecón de la Amistad en El Agustino. Un hombre fue acribillado. https://t.co/AEtAkvLwCT,3
#Ojo,3
"Esto es terrible, el ministro del Interior debe responder:",3
"#LOÚLTIMO Se registran enfrentamientos en Acho, a un policía le arrebataron su moto: https://t.co/h0I6rMs7Fv",3
#LOÚLTIMO Se registra enfrentamientos entre manifestantes y la Policía. Fueron dispersados para Acho. https://t.co/bwZv6zer17,3
#LOÚLTIMO Desde el Centro de Lima: https://t.co/y3QT4ZATsl,3
https://t.co/o9GfsTVM7R,3
#LOÚLTIMO Esta es la situación a esta hora en la Plaza San Martín: https://t.co/UH6CxPgTVf,3
👇 https://t.co/4lFFpqGWzz,3
"Transportistas formales anuncian paro para este jueves 2 de octubre. Llevarán al Congreso propuesta para creación de grupo de élite en la Policía, Fiscalía y Poder judicial para combatir la extorsiones en Lima, Callao y Lima . 12 mil vehículos no saldrían a trabajar.",3
Hola!!!!!,3
"RT @canalN_: #EnVivo

El ministro de Justicia, Juan José Santiváñez, ingresó a la Comisión de Presupuesto del Congreso de la República

Enc…",3
"RT @canalN_: #EnVivo

Cercado de Lima: Policía impide que equipo de Canal N informe sobre la marcha

Mantente informado en la WEB ► https:/…",3
Las empresas de transporte público conocidas como “La 50” y “Huáscar” no saldrán a trabajar debido a las extorsiones y constantes ataques a sus choferes. Ya es usual que transportistas paguen cupo hasta a 4 bandas extorsivas.,3
"Delincuentes matan a madre por resistirse al robo de su celular. Estaba regresando a casa en el sector 9 de Carabayllo. Nancy era padre y madre para sus 3 menores hijos. 
Si no te matan los extorsionadores, te matan los robacelulares.",3
Hola!!!!!,3
"“Cuando planifican los gremios, nos siembran, por eso mejor lo hacemos de manera espontánea.” dice chofer que línea 41 que por 2 día realizan movilización al Congreso contra las extorsiones. 
En semana de representación,congresistas de Lima tendrían que atender este clamor.",3
"Por 2do día de la empresa 41 realiza una movilización hacia al Congreso. “No somos políticos, queremos vivir” dice chofer que explica que hace 1 semana no salen a trabajar por miedo.",3
"50 buses de la empresa 41, que cubre la ruta Pachacutec- Villa El Salvador, se movilizaron por la Panamericana Norte en protesta por la ola de extorsiones.",3
En San Juan de Lurigancho cientos de transportistas salieron a protestar luego de que 2 conductores fueron baleados. En caravana instaron llegar al Congreso pero la policía lo impidió.,3
Extorsionadores queman combi en Santa Anita. Delincuentes se grabaron durante el ataque y advirtieron que quemaran más unidades si no pagan cupos,3
Hola!!!!!,3
Las extorsiones a choferes de transporte público continúan. En San Juan del Lurigancho 2 extorsionadores atacaron a balazos a 2 conductores en diferentes puntos del distrito. Ambos resultaron heridos.,3
"El Monstruo declaró a periodistas de Paraguay con el rostro cubierto por la policía de ese país: 
Periodista: “¿Usted recibía información de la Policía peruana?
Eric Moreno: “Siempre”
Periodista: “¿Esa era su mayor protección?”
Eric Moreno: “Así es”",3
"Jefe de investigación de Paraguay, asegura que El Monstruo no ha cometido ningún delito en ese país. Sería expulsado en las próximas horas. Erik Moreno se encuentra en Asunción a la espera que Interpol realice el trámite de entrega a la Policía peruana.",3
"Joven embarazada que fue encontrada con El Monstruo en Paraguay ya fue puesta el libertad, según jefe de investigaciones de ese país se determinó que había sido contratada ocasionalmente.",3
"Jefe de investigación de Paraguay descarta que El Monstruo tuviera información del operativo de anoche. La espera de la orden judicial del ingreso a vivienda, asegura, fue lo que generó cierto retraso.",3
"El Monstruo ofreció 1 millón de dólares a sus captores a cambio de su libertad, revela el jefe de investigación de Paraguay",3
Jefe del departamento de investigación de Paraguay informa que ayer mismo recibieron el dato del paradero de El Monstruo. Había llegado a la casa donde fue capturado hacia solo 5 días,3
Hola!!!!!,3
"RT @elcomercio_peru: 🏺🇵🇪 La historia del Perú sigue sorprendiendo al mundo: el hallazgo de una ciudad perdida en Peñico, vinculada a la tra…",3
"RT @Asismet_IF: @Sismos_Peru_IGP 🟢Sexto sismo reportado frente a la zona de Marcona-Lomas en 3 días (68 horas).
Estos sismos se originan po…",3
Extorsionadores incendiaron una combi en el Callao. Choferes aseguran que pagan cupo pero este ataque estaría ejecutado por otra banda criminal.,3
En Villa El Salvador dispararon contra la empresa 41 y dejaron una nota extorsiva. Conductores decidieron no salir a trabajar.,3
Quinto ataque con disparos contra empresa de transporte público Santa Catalina en San Juan de Lurigancho. Chofer fue llevado a un hospital . Sus compañeros aseguran que pagan cupos a otras CUATRO BANDAS DE EXTORSIONADORES.,3
Hola!!!!!,3
"Nuevo ataque a balazos contra la empresa VIPUSA, es el 4to atentado. Esta vez fue en Villa El Salvador. El chofer resultó herido.",3
Matan a tiros a un colectivero de la av Colonial en el Callao. Los pasajeros se salvaron de milagro.,3
Extorsionadores ya no amenazan solo a los colegios sino también a los PADRES DE FAMILIA. Delincuentes exigen 30 soles por alumno del 6to grado del Colegio Nacional Ciro Alegría en Carabayllo. A través del WhatsApp advierten que matarán a un niño si no pagan. Dicen ser los DESA,3
Hola!!!!!,3
"RT @canalN_: Tomás Gálvez es el nuevo fiscal de la Nación interino 
https://t.co/5iK06E4VqF",3
Sicarios disparan a chofer de combi estacionada en La Perla. Se trataría de un ataque de extorsionadores.,3
"RT @jesusverdeL: #CPI -  Gestión de Dina Boluarte

- 93.8% desaprueba 
- 2.5% aprueba
- no precisa 3.8%",3
Matan a balazos a mototaxista en Comas. La empresa en la que trabajaba ya pagaba cupos a otra banda. Nueva víctima de la disputa entre bandas criminales por el cobro de cupos.,3
Hola!!!!!,3
Turistas de todas partes del mundo están varados en Machu Picchu pueblo. Hoy tampoco habrá servicio de trenes a Cusco. Están perdiendo sus vuelos.,3
Vecinos de San Juan de Lurigancho están preocupados porque cables caídos en la pista no los dejan salir caminando ni en carro de sus casas. Están así hace más de una semana. La ley que ordena el retiro de los cables en desuso está por gusto. https://t.co/dedBa4GvkJ,3
Madre gestante tuvo que ser hospitalizada luego que delincuentes entraron a su casa y se llevaron hasta lo que recibieron en el baby shower. Vecinos dicen que en una semana han robado 6 casas. Uno de ellos se quiebra en vivo porque también es extorsionado. “El ministro habla,3
