publication,label
"Peso Pluma demostrando que así logres estar con la imposible, los feos también engañan.",1
"Gracias Christian Domínguez, con tu mera existencia nos la estás haciendo cada vez más difícil a nosotros los fieles.",1
Los hombres después de que ampayaran a Christian Domínguez otra vez.,1
Mi mood este 2024,1
"Me humillaste, me difamaste, me maltrataste y me acusaste de ser una pésima persona, pero cuando te hicieron todo eso y te dejaron sola llorando triste y borracha, al único que se te ocurrió llamar para que vaya a rescatarte fue a mi, esa es la diferencia entre tú y yo.",1
¿Enserio existe gente que entiende la Tiradera de Anuel?,1
Encuentra las 7 diferencias,1
Esta foto parece el meme de Elmo en llamas.,1
"Es la 2da vez que sacan a Fujimori en época navideña, como lo van a volver a meter creo que la 3era recién será la vencida.",1
Mejor año internacional de SC: Final Libertadores😎 Mejor año internacional de la U: Final Libertadores😎 Mejor año internacional de Cienciano: Campeón Sudamericana 👑 El super año internacional de Alianza: Eliminado en grupos de Libertadores y cuartos de final de Sudamericana 🤪,1
"Se suben a combis sin faros, con choques por todos lados, con lunas de carton, con la puerta amarrada con soga y con 10 mil soles en papeletas y llaman chatarra a los trenes para Chosica 🤣",1
"Final del apertura aburrido,la Caverna Mediática Compadristica esta contenta,sueña q todos los años el torneo se defina entre U y AL, pq son los q más venden,al final seremos como Uruguay donde solo 2 equipos compiten los demás son relleno y a nivel internacional son irrelevantes",1
El micho 🔥,1
Tambien hay que prender fuego a las oficinas de Innova y a la casa de Raffo.🔥🔥🔥💪🧨 ¿con quien xuxa crees que te has metido gallina de mrda?,1
RT : Ya es hora que el experimento de Innova termine y el Club Sporting Cristal pase a manos de Federico Cúneo o de Felipe…,1
"Joel Raffo, esto recién empieza, Sporting Cristal no es tu chacra y para los que dicen que no se debe llegar a la violencia:",1
"En estos tiempos con lo barata que esta la dinamita, la solución para que Raffo (Raffu) se largue de Sporting Cristal se cae de madura 😌 esto tiene que escalar muchachos, si hay que meterse con su entorno cercano, no hay de otra 😏",1
"Bryan Reyna ni reclamó el gol anulado, al igual que la mano de Ruidiaz ante Brasil, el sabía lo que hizo. Fin.",1
"Curioso, hace unas semanas Shirley Arica salía en un programa familiar con su pequeña hija mostrando la bonita relación que tienen... hoy sale bien fresh por unas monedas a contar que se acostó con media selección peruana. ¡Cosas veredes Sancho!",1
Temblor en la capital de la República  #sismo #temblor,1
Sería muy conchudo que un aliancista después de perder una final en casa (2023) y ni siquiera poder ganar el partido decisivo ante Cusco (2024) llame pecho frío a otro club 😅,1
Por este tipo de cosas es que a  Alianza Lima le dicen cagón 🤦‍♂️🤷🏻‍♂️🤦‍♂️🤷🏻‍♂️🤦‍♂️🤷🏻‍♂️,1
"Interbank, Reniec, Topitop",1
¿Es cierto que Interbank llamó al 111 y le dijeron acérquese a una comisaría a poner su denuncia? 🥺,1
Hoy le tocó caer a Interbank #ciberataque #hackeo,1
A los 75 años acaba de fallecer el actor y cómico Rodolfo Carrión. Hasta siempre Felpudini.,1
Y para colmo temblor en la capital de la república😒 #sismo #Lima #Temblor,1
¿Son los mejores Juegos Olímpicos de Perú desde Barcelona 92? Raspamos la medalla en varias disciplinas y finalmente en el último suspiro obtenemos el bronce con Stefano Peschiera.  Hay material humano hay que seguir trabajando...,1
"Solo contra la localía francesa Solo contra un mar sin buenas olas Solo contra un jurado plagado de brasileños Nada que reprochar al gran Alonso Correa, llegó sin mucho cartel y nos puso a ver surf a medio país un lunes en la tarde.  Gracias Foncho, la vida te dará revancha...",1
#ElValorDeLaVerdad Cueva no respeta ni a Dina,1
"Se fugó el marido de Dina Boluarte, porque para tener tantos beneficios Santivañez le debe estar hablando al oído a la tía",1
"Gracias a Salhuana, hoy el congreso celebra la censura de Mucho.",1
La Tuca que llevaron al congreso: Sigrid Bazán,1
"RT : ¿Por qué la comunidad LGBTIQ+, que aboga por el “amor, la paz y la tolerancia”, insiste en ofender a los cristianos y bl…",1
RT : Municipalidad de Breña se declara en quiebra y pide la implementación de salvataje,1
RT : Un niño lanza al suelo una bandera LGBT y la pisotea en pleno desfile del “orgullo”. El jovencito está siendo acusado de…,1
Préstamo solo para los amigos,1
"RT : Ministro CUELLOS BLANCOS, ¿hasta cuando?",1
RT : Ya está listo para ser nuestro presidente el 2027. 👍🏼,1
"RT : Una niña de 12 años que regresaba del colegio a su casa ha sido secuestrada en la ciudad de Lima, a plena luz por 4 en…",1
El congreso haciéndolo otra vez 🙃,1
RT : ¿Ya vieron el momento exacto en el que el ceviche fue declarado patrimonio cultural? 🥳🥳🥳,1
Y diciembre se vino con TODOOO #FujimoriLibertad 🎅🏽🚨,1
RT : #FujimoriLibertad ‼️,1
Juliana Oxenford hoy ya puede hacer su video de Tik Tok,1
"RT : Milagros Leiva pone en aprietos a un desubicado congresista José Cueto, que cobra pensión por almirante retirado de la…",1
"RT : Ahora Juliana Oxenford ya sabe lo que sintió la joven que botaron de Wong hace unos años, gracias a su queja en Twitter, le…",1
"Grone: Ya en frío, déjame saber tu opinión sincera y OBJETIVA en la campaña de:  1. Carlos Zambrano  2. Sergio Peña 3. Néstor Gorosito  ¿Deberían seguir en el 2026? ¿Se tiene que hablar con ellos y ver qué está pasando? ¿Merecen una nueva oportunidad?  Los leo 🙌🏻",1
"El jueves le dijimos adiós a la Sudamericana y hoy le dijimos adiós al Clausura.  Entiendo la frustración de los jugadores por la eliminación de la Copa, ellos creían en el objetivo y eso pasa factura.  A pesar del mal arbitraje de hoy, el equipo jugó pésimo. Mucho por mejorar.",1
PAPELÓN...y aún restan 45 minutos.,1
La conchasumare...,1
"Gente no sé porque le están pegando a Chávez, si le ganaron en velocidad, pero ahí debió estar Enrique. Además, sacando esa jugada Chávez jugó un buen partido.  El primer tiempo lo perdimos no por Chávez, sino por el mediocampo que no agarramos ni generamos ni una buena jugada.",1
"Te equivocaste en el planteo del 1er tiempo, te equivocaste también en varios partidos de la Liga 1 y otros en la fase de grupo de la C. Libertadores.  Sin embargo, al menos para mi, eres el DT que nos hizo competir 18 partidos.  Yo apoyo tu renovación, confío en un mejor 2026.",1
"Para seguir compitiendo el próximo año internacionalmente y en la Liga 1, tenemos que mantener la base de este año. No podemos sacar a todos y que vengan nuevos, eso nunca funciona.  Trabajemos con lo que tenemos y reforzemos puestos claves: delantero, central, LD y un 10.",1
Eliminados 🥲  Recién el segundo tiempo del equipo fue lo que nos trajo hasta aquí. Lastimosamente no alcanzó para poder superar esta fase.  Solo palabras de agradecimiento para todo el plantel por el magnífico año internacional que nos regalaron.  Gracias a todos 🙌🏻💙,1
"Peña no ha venido bien pero en este primer tiempo está mucho mejor que Gaibor, de lejos.  El que tiene que salir es Gaibor no Peña.",1
"Cantero y Burlamaqui por Quevedo y Aquino.  Los últimos 20 minutos tiene que entrar Paolo.  Gaibor no esta bien, yo lo pongo a Ceppelini o Cari.  Tenemos que ir a ganar, no tenemos de otra.",1
¿Pueden trabajar tranquilos? Yo no Demasiados nervios 😩😩😩,1
"¿Alianza puede perder el partido de hoy? Si, U. de Chile es buen equipo.   ¿Alianza puede ganar el partido de hoy? Si, Alianza es un buen equipo también.  Por dónde lo mires, es un partido parejo. Yo solo se que Alianza en los mata mata ya demostró de que está hecho.  Confía 🙌🏻",1
Amén hermanos 💙🥹,1
Viaja todo el plantel de Alianza Lima 2025 🥹,1
"A falta de 4 días para el partido, y esperando que Paolo este recuperado. Para mí, este debe ser el 11 titular para este jueves:  4231 Viscarra Enrique Chávez Garcés Trauco  Aquino Gaibor Quevedo Ceppelini Castillo Guerrero  ¿Qué otros cambios harías tu? 👀",1
Pedro es Alianza Lima 💙,1
Grone; ¿Estás de acuerdo con la renovación de Pipo para toda la temporada 2026?,1
Cadena de oración para que Paolo Guerrero llegue en óptimas condiciones al partido de vuelta por Copa Sudamericana frente a U. De Chile.  Cada like es un Amén 🙌🏻,1
"Debíamos ganar de local pero haciendo sumas y restas ha sido un resultado que nos da vida para el partido de vuelta.  Tenemos que recuperar a Paolo y Aquino tiene que jugar de arranque. Todavía quedan 90 minutos y todo puede pasar.  Mal Zambrano, no puedes dejar al equipo así.",1
"Primer tiempo complicado, es un partido de ida y vuelta y creo que el equipo está a la altura. Pienso que necesitamos más marca al medio y también mucho más de Gaibor.   Con más tranquilidad en el medio podemos generar más chances.   Vamos con todo, Arriba Alianza",1
"RT :  Como es posible que la selección española enfrentándose a estos equipos, vaya  al mismo mundial al que va…",1
"RT : The last time really is now.   ’s final match is set for #SNME in Washington, D.C. on December 13. Get your tickets o…",1
ya estamos en vivo  ROCKY BALBOA A #ALIANZALIMA?  a través de,1
PdT a las 12  Vamos a responder tanta mierda,1
"RT :   El marido de Tony Alva, la cajera de Vizcarra",1
RT :,1
"Lo q ha dicho el imbecil de Reimond Manco, es un delito penal  No dice nombres porque es un cobarde pero no se ha dado cuenta q ha acusado al club Alianza Lima de comprar medios de comunicación a cambio de vuelos y entradas, en otras palabras corrupción  El  se",1
"RT : Libby Cohen tenía 22 años. Estaba recorriendo Sudamérica cuando decidió acortar el viaje para asistir al festival Nova, sorpre…",1
#ZAMBRANO PIDE PERDÓN Y SERÁ MULTADO EN #ALIANZALIMA,1
Chch hay falso Perú entonces?,1
RT : El mundo entero debe ver esto. Haz RT.,1
Como pa tarado q se cree videos editados,1
"El verdadero periodista no se deja engañar por cuentas troll q editan videos   El verdadero periodista investiga, el verdadero  Después hay d eso q ustedes ya saben también",1
Otro programa q no debemos ver los aliancistas,1
"Este personaje q de profesional no tiene nada, es director general de  quienes tienen el manejo de relaciones públicas y comunicaciones de 1190 Sports en Perú  Seguramente muy “amigo” de algunos periodistas gallinas con información sensible sobre 1190 y su situación",1
Palmas d pie,1
"Yo creo q este año en cuanto a objetivos este equipo ya nos dio todo lo q tenía   El desgaste es evidente, la decepción d la eliminación contra U de Chile está a la vista en varios jugadores y matemáticamente estar a 9 puntos debajo a falta de 21 ya nos pone más q nada en una",1
ya en vivo  #ALIANZA CAE EN CUSCO Y ENTRA EN CRISIS  a través de,1
"Esta basura ha dirigido contenidos en Depor, RPP y El Comercio  Así estamos  Si lo ven, porfavor no lo insulten y menos lo agredan, en Alianza no apoyamos la violencia",1
